id_consulta,cpf_paciente,nome_paciente,data_nascimento,sexo,data_consulta,especialidade,cid_diagnostico,descricao_diagnostico,id_medico,nome_medico
36b88958-8c10-4900-9641-51d84fd71057,92538714664,Otávio Lima,1980-10-07,M,2024-12-07,Cardiologia,E66,Obesidade,635e7849-c05c-448f-902a-5930d433e303,Dra. Stella Farias
ab10c4ed-b943-4e5d-b53e-44049dcb35a2,92538714664,Otávio Lima,1980-10-07,M,2024-01-29,Nutrologia,E66,Obesidade,8d98d556-575a-4577-8df8-0556a5b1f054,Mateus da Rocha
da04c00b-75e7-4f1f-9484-d7a659677871,20964851342,Daniela Barros,1997-04-21,F,2024-08-08,Cardiologia,Z00,Consulta de rotina,635e7849-c05c-448f-902a-5930d433e303,Dra. Stella Farias
57f4fabd-3ce9-4f20-965a-145b3e9fb74e,28631047562,Agatha Lopes,1989-10-11,F,2024-11-05,Nutrologia,Z00,Consulta de rotina,c97b2b9a-1e5d-4318-a715-94ea27f03edf,Luna Melo
2be8ab84-4070-40b2-acc1-4b05401daab5,28631047562,Agatha Lopes,1989-10-11,F,2024-05-23,Cardiologia,R73,Glicemia elevada / Pre-diabetes,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
2dd579e6-0c0c-49f2-aee4-879d068bb049,28631047562,Agatha Lopes,1989-10-11,F,2023-12-27,Endocrinologia,Z00,Consulta de rotina,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
10a87a72-42df-4c7b-9ce5-f126244c7f22,92586731409,Marcos Vinicius Costa,1977-02-12,M,2024-10-05,Clinica Geral,Z00,Consulta de rotina,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
08f83b76-6834-4bb5-9e5b-ad691fd6c550,92586731409,Marcos Vinicius Costa,1977-02-12,M,2024-03-27,Clinica Geral,Z00,Consulta de rotina,5df79933-d5a6-40f0-96e9-74131b3028bd,Dr. Lucas Gabriel da Rosa
d7d810e7-6dde-48cd-a7c5-40392b0c8599,58420136735,Luara Campos,1964-04-30,F,2023-12-01,Nutrologia,Z00,Consulta de rotina,5df79933-d5a6-40f0-96e9-74131b3028bd,Dr. Lucas Gabriel da Rosa
e010d777-7bb9-47f5-b5c6-e1aae6a04a37,58420136735,Luara Campos,1964-04-30,F,2024-01-10,Cardiologia,R73,Glicemia elevada / Pre-diabetes,8ab61bd6-bc97-456b-885d-7e6c3d26a368,Ester Carvalho
a7281b1f-b95d-447b-b3a2-e4e861366e98,58420136735,Luara Campos,1964-04-30,F,2024-05-08,Cardiologia,Z00,Consulta de rotina,5df79933-d5a6-40f0-96e9-74131b3028bd,Dr. Lucas Gabriel da Rosa
8cf63aa2-6861-4f7e-ae55-cb03fec4eafe,38256419024,Luara Melo,1965-08-31,F,2023-03-19,Endocrinologia,Z00,Consulta de rotina,a2819a78-2c03-4911-8b5f-9610e09b9f5e,Alícia Freitas
9095bfdd-6de7-47f2-9a9c-77173fc609e7,38256419024,Luara Melo,1965-08-31,F,2024-07-24,Cardiologia,Z00,Consulta de rotina,635e7849-c05c-448f-902a-5930d433e303,Dra. Stella Farias
040356a1-b28b-41ca-9104-a8ab718c8171,38256419024,Luara Melo,1965-08-31,F,2023-01-15,Cardiologia,Z00,Consulta de rotina,635e7849-c05c-448f-902a-5930d433e303,Dra. Stella Farias
e3e2c75f-8249-4fd2-8b61-055ecde43fbc,05394812705,Rafaela Peixoto,1999-12-05,F,2024-11-19,Cardiologia,Z00,Consulta de rotina,b43f7643-acd6-4f86-84b2-f2681f935fe8,Mateus Souza
030901ec-caca-4ab9-b1ef-16833ac15698,06254398133,Luísa Macedo,1984-11-29,F,2024-11-22,Endocrinologia,Z00,Consulta de rotina,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
1a3b535b-1c28-4588-82e6-a41b36d1cc9a,06254398133,Luísa Macedo,1984-11-29,F,2023-08-15,Clinica Geral,R73,Glicemia elevada / Pre-diabetes,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
a56fcef9-5f69-43e8-8c31-42f95c873ab1,06254398133,Luísa Macedo,1984-11-29,F,2024-10-26,Nutrologia,Z00,Consulta de rotina,5df79933-d5a6-40f0-96e9-74131b3028bd,Dr. Lucas Gabriel da Rosa
bc99cff1-7692-41ff-96a6-356994001a6d,06254398133,Luísa Macedo,1984-11-29,F,2023-02-16,Clinica Geral,Z00,Consulta de rotina,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
fd43eb64-5de0-4d79-bad9-97207b6475e1,50942863151,Théo da Mota,1952-11-12,M,2023-05-19,Nutrologia,E11,Diabetes mellitus tipo 2,8ab61bd6-bc97-456b-885d-7e6c3d26a368,Ester Carvalho
810604b0-5b50-4300-8ef6-bb5dc7a40369,50942863151,Théo da Mota,1952-11-12,M,2023-06-08,Nutrologia,E66,Obesidade,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
8d2d8d22-7f0a-4c35-8c69-88a88ad1ed4a,50942863151,Théo da Mota,1952-11-12,M,2023-02-03,Cardiologia,E66,Obesidade,5df79933-d5a6-40f0-96e9-74131b3028bd,Dr. Lucas Gabriel da Rosa
4702a4c9-caf7-4642-abdb-598e62c5167c,28596714049,Srta. Esther Campos,1963-03-12,F,2023-08-30,Cardiologia,Z00,Consulta de rotina,a2819a78-2c03-4911-8b5f-9610e09b9f5e,Alícia Freitas
9e3adb08-73cc-4357-83e1-5e8d0f2aee82,28596714049,Srta. Esther Campos,1963-03-12,F,2024-10-22,Cardiologia,R73,Glicemia elevada / Pre-diabetes,8ab61bd6-bc97-456b-885d-7e6c3d26a368,Ester Carvalho
cf86dc4c-da9e-4fe7-9a59-41c68d7828a3,26043918722,Marina Machado,1999-09-04,F,2024-04-10,Clinica Geral,R73,Glicemia elevada / Pre-diabetes,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
a822db7c-ebd4-426a-811d-713c6d83cf4f,61532478062,Dra. Maria Eduarda Garcia,1987-11-07,F,2023-12-08,Endocrinologia,Z00,Consulta de rotina,c97b2b9a-1e5d-4318-a715-94ea27f03edf,Luna Melo
3c64c65e-17f5-4d4e-bcb9-73abd350a1ef,61532478062,Dra. Maria Eduarda Garcia,1987-11-07,F,2023-07-30,Clinica Geral,Z00,Consulta de rotina,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
a7e87eb9-004c-4b8e-89c9-72fab78b275a,85174962309,Sr. José Rezende,2000-06-14,M,2023-06-01,Clinica Geral,Z00,Consulta de rotina,b43f7643-acd6-4f86-84b2-f2681f935fe8,Mateus Souza
227c7d91-87ee-4680-9713-1d7bb614e59a,85174962309,Sr. José Rezende,2000-06-14,M,2024-07-07,Cardiologia,R73,Glicemia elevada / Pre-diabetes,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
1bfa8dc6-48f3-47f5-b11c-7210273c11bb,01892753677,Larissa Castro,1971-04-24,F,2023-01-16,Cardiologia,R73,Glicemia elevada / Pre-diabetes,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
9d329a56-de1b-4c07-b98a-d3bb91271ebf,01892753677,Larissa Castro,1971-04-24,F,2023-11-28,Clinica Geral,Z00,Consulta de rotina,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
f837c83f-98c6-4b72-95de-7a9765e5b41f,49305218660,Guilherme Pinto,1993-07-14,M,2023-04-27,Clinica Geral,E11,Diabetes mellitus tipo 2,8ab61bd6-bc97-456b-885d-7e6c3d26a368,Ester Carvalho
69c866e1-c689-4b0b-aefe-725ed2a5c298,49305218660,Guilherme Pinto,1993-07-14,M,2024-05-30,Endocrinologia,E66,Obesidade,a2819a78-2c03-4911-8b5f-9610e09b9f5e,Alícia Freitas
514f7362-71e7-4841-a8e2-6190729f0c13,73426981564,Carlos Eduardo Mendes,1994-07-06,M,2024-10-20,Clinica Geral,Z00,Consulta de rotina,a2819a78-2c03-4911-8b5f-9610e09b9f5e,Alícia Freitas
fd1dccbe-19e4-43ee-888d-19c7542d46af,53821960442,João Lucas Almeida,1983-03-20,M,2024-05-17,Nutrologia,Z00,Consulta de rotina,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
f9693d5a-6f7d-4b4f-bf2d-c6e32a0dc6fc,95780162476,Bruna da Costa,1987-09-06,F,2023-06-01,Clinica Geral,Z00,Consulta de rotina,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
df7a4dc8-6611-4bf1-be23-775c521aa8a5,18794526346,Noah Duarte,1979-03-17,M,2024-10-10,Cardiologia,Z00,Consulta de rotina,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
b6b8ab54-5235-4c04-aa54-0f1b9de0f15c,18794526346,Noah Duarte,1979-03-17,M,2024-06-27,Cardiologia,Z00,Consulta de rotina,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
4f5dd0e2-d3b7-4f5a-85e4-95b7adf678ef,71604389222,Ester Duarte,1979-09-15,F,2024-12-19,Clinica Geral,Z00,Consulta de rotina,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
686c8405-7051-4bc0-bf3d-613801e11308,71604389222,Ester Duarte,1979-09-15,F,2024-04-07,Endocrinologia,Z00,Consulta de rotina,635e7849-c05c-448f-902a-5930d433e303,Dra. Stella Farias
18c5de65-20fb-4816-aeae-db1568135790,71604389222,Ester Duarte,1979-09-15,F,2024-04-09,Nutrologia,Z00,Consulta de rotina,b43f7643-acd6-4f86-84b2-f2681f935fe8,Mateus Souza
8bdecea5-d1a2-4a73-a6f6-c51ad2e3ceaa,71604389222,Ester Duarte,1979-09-15,F,2023-11-17,Nutrologia,Z00,Consulta de rotina,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
6bb57201-5c68-488c-9a4b-dbb29bbd9026,67809514202,Marcela Vasconcelos,1974-05-22,F,2024-12-04,Nutrologia,Z00,Consulta de rotina,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
6763a070-5542-4382-b569-5618b5a9755f,67809514202,Marcela Vasconcelos,1974-05-22,F,2023-03-29,Clinica Geral,Z00,Consulta de rotina,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
188f3f16-c952-44cd-a4d6-a946a1ecf119,67809514202,Marcela Vasconcelos,1974-05-22,F,2024-01-17,Endocrinologia,Z00,Consulta de rotina,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
8f3a9184-b1a6-4e7f-94ad-5df1be7a9203,91023467534,Fernanda Dias,1987-07-09,F,2024-02-25,Cardiologia,Z00,Consulta de rotina,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
e1005999-b226-4d72-9302-8935dc859858,21976385059,Liam Mendes,1955-11-25,M,2024-09-06,Cardiologia,Z00,Consulta de rotina,5df79933-d5a6-40f0-96e9-74131b3028bd,Dr. Lucas Gabriel da Rosa
b4f7a49c-bafa-4b2e-b133-24b61810c367,21976385059,Liam Mendes,1955-11-25,M,2024-08-14,Endocrinologia,Z00,Consulta de rotina,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
48669b08-9688-4d9b-a988-5873d55eb41f,21976385059,Liam Mendes,1955-11-25,M,2023-08-18,Clinica Geral,Z00,Consulta de rotina,a2819a78-2c03-4911-8b5f-9610e09b9f5e,Alícia Freitas
45fbc0e4-e1fa-45f9-b411-dc18c77a4025,21976385059,Liam Mendes,1955-11-25,M,2024-01-12,Clinica Geral,Z00,Consulta de rotina,8ab61bd6-bc97-456b-885d-7e6c3d26a368,Ester Carvalho
83b65392-44fe-401d-8ed0-8b24f2ab2de5,23168450707,Vitor Hugo da Paz,1979-05-29,M,2024-07-28,Clinica Geral,Z00,Consulta de rotina,635e7849-c05c-448f-902a-5930d433e303,Dra. Stella Farias
4d4bdd26-5c3f-4e93-8268-ad70a2454a44,23168450707,Vitor Hugo da Paz,1979-05-29,M,2023-07-04,Cardiologia,Z00,Consulta de rotina,c97b2b9a-1e5d-4318-a715-94ea27f03edf,Luna Melo
f97c122e-6052-4867-a078-6280f3d94f9a,23168450707,Vitor Hugo da Paz,1979-05-29,M,2023-12-26,Clinica Geral,Z00,Consulta de rotina,b43f7643-acd6-4f86-84b2-f2681f935fe8,Mateus Souza
aeff3307-b039-4e83-9582-82df6cb0e852,86543920700,Joana Macedo,1959-03-21,F,2023-05-26,Clinica Geral,Z00,Consulta de rotina,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
758be57b-011c-4303-992f-f0e2b4e504ef,86543920700,Joana Macedo,1959-03-21,F,2024-03-05,Nutrologia,R73,Glicemia elevada / Pre-diabetes,635e7849-c05c-448f-902a-5930d433e303,Dra. Stella Farias
4aa3a3f0-ae9a-47cb-9e64-8b966dfcf2f7,25109347670,Srta. Ana Julia Gonçalves,1973-04-26,F,2024-09-02,Clinica Geral,E11,Diabetes mellitus tipo 2,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
84c88373-c296-46a4-b8de-24a5ecd5bcb8,25109347670,Srta. Ana Julia Gonçalves,1973-04-26,F,2024-09-24,Clinica Geral,Z00,Consulta de rotina,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
1bc8371d-29af-43a3-9549-03a5c0ae4746,25109347670,Srta. Ana Julia Gonçalves,1973-04-26,F,2024-09-13,Nutrologia,E11,Diabetes mellitus tipo 2,a2819a78-2c03-4911-8b5f-9610e09b9f5e,Alícia Freitas
29bb6303-32f4-409d-9bbe-7246ed516428,83740561939,Ana Carolina Martins,1972-04-15,F,2024-06-08,Clinica Geral,Z00,Consulta de rotina,8d98d556-575a-4577-8df8-0556a5b1f054,Mateus da Rocha
3a4ef076-907a-49f3-ba1f-eee2565d83df,83740561939,Ana Carolina Martins,1972-04-15,F,2023-04-24,Cardiologia,Z00,Consulta de rotina,635e7849-c05c-448f-902a-5930d433e303,Dra. Stella Farias
bf620220-fc85-43af-a74a-d790fbeb4d6d,83740561939,Ana Carolina Martins,1972-04-15,F,2024-11-14,Cardiologia,Z00,Consulta de rotina,8ab61bd6-bc97-456b-885d-7e6c3d26a368,Ester Carvalho
4f557a16-b5ca-43e3-a05a-6f8a9945650c,83740561939,Ana Carolina Martins,1972-04-15,F,2024-02-09,Clinica Geral,Z00,Consulta de rotina,8d98d556-575a-4577-8df8-0556a5b1f054,Mateus da Rocha
0fd84338-a327-48ba-a811-3d6ffce9dcf5,60153872462,Sr. Bruno Andrade,1955-12-03,M,2023-08-05,Endocrinologia,Z00,Consulta de rotina,5df79933-d5a6-40f0-96e9-74131b3028bd,Dr. Lucas Gabriel da Rosa
5965c708-3040-406e-bd7f-0be2e86f2143,09246537874,José Miguel Macedo,1988-09-12,M,2023-05-03,Clinica Geral,Z00,Consulta de rotina,b43f7643-acd6-4f86-84b2-f2681f935fe8,Mateus Souza
b5b5874f-fa20-4eb4-8156-a7bc80cd8722,09246537874,José Miguel Macedo,1988-09-12,M,2023-05-13,Nutrologia,R73,Glicemia elevada / Pre-diabetes,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
8706ccf7-8a3a-4602-8360-eb35d45fafbe,09246537874,José Miguel Macedo,1988-09-12,M,2024-07-26,Cardiologia,Z00,Consulta de rotina,8ab61bd6-bc97-456b-885d-7e6c3d26a368,Ester Carvalho
395daebd-4833-40a2-bf04-6898d98fe20d,36594701800,Evelyn da Cruz,1951-03-18,F,2023-01-20,Nutrologia,R73,Glicemia elevada / Pre-diabetes,635e7849-c05c-448f-902a-5930d433e303,Dra. Stella Farias
cfdddf99-edb8-4d5a-89d7-376aa4a39388,04361278903,João Pedro Jesus,1958-06-13,M,2024-03-15,Nutrologia,Z00,Consulta de rotina,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
467b7c15-a444-4a25-835a-5766f4651f4f,53710849241,Mateus Ramos,1981-01-04,M,2024-02-19,Clinica Geral,Z00,Consulta de rotina,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
98e73666-9f7d-4dae-ba18-0c3f07f37d6c,53710849241,Mateus Ramos,1981-01-04,M,2024-09-24,Nutrologia,Z00,Consulta de rotina,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
1efb5bbf-7e0a-42fb-981a-80544429303c,53710849241,Mateus Ramos,1981-01-04,M,2024-03-23,Clinica Geral,Z00,Consulta de rotina,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
1ad93c4a-9078-4634-b687-a594144050be,53710849241,Mateus Ramos,1981-01-04,M,2024-08-26,Nutrologia,Z00,Consulta de rotina,635e7849-c05c-448f-902a-5930d433e303,Dra. Stella Farias
16cac6af-c68f-4743-a6ab-fea71c893c80,30129684589,Caroline Cassiano,1967-07-05,F,2023-12-14,Endocrinologia,Z00,Consulta de rotina,5df79933-d5a6-40f0-96e9-74131b3028bd,Dr. Lucas Gabriel da Rosa
05704a10-08ed-4afb-bc02-c5301fff8e13,74326851937,Davi Miguel Gonçalves,1994-12-30,M,2024-06-06,Endocrinologia,E66,Obesidade,8ab61bd6-bc97-456b-885d-7e6c3d26a368,Ester Carvalho
defc2b4a-9575-4d6c-b0cb-4dc018a347f6,74326851937,Davi Miguel Gonçalves,1994-12-30,M,2023-04-16,Endocrinologia,E11,Diabetes mellitus tipo 2,8d98d556-575a-4577-8df8-0556a5b1f054,Mateus da Rocha
28ed183d-c4ac-49ac-88bc-d8c7762ea3e3,74326851937,Davi Miguel Gonçalves,1994-12-30,M,2023-07-01,Nutrologia,E66,Obesidade,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
8da5280e-905b-43dc-b904-7ea8fa258ce4,14289730523,Luiza Santos,1978-02-26,F,2024-10-20,Cardiologia,Z00,Consulta de rotina,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
4a257ea6-8df0-49bb-9bb9-913b5ed20cc1,14289730523,Luiza Santos,1978-02-26,F,2024-03-26,Clinica Geral,Z00,Consulta de rotina,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
d305d1af-027c-4181-ae6c-e282cd26e9f0,14289730523,Luiza Santos,1978-02-26,F,2024-10-08,Cardiologia,Z00,Consulta de rotina,a2819a78-2c03-4911-8b5f-9610e09b9f5e,Alícia Freitas
1e4e97c3-5431-49db-8cba-aa405d164d14,14289730523,Luiza Santos,1978-02-26,F,2023-02-27,Cardiologia,Z00,Consulta de rotina,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
55d14090-5587-44a0-a724-c9ddae2932d6,59437018260,Pedro Sousa,1988-07-08,M,2024-04-07,Clinica Geral,Z00,Consulta de rotina,a2819a78-2c03-4911-8b5f-9610e09b9f5e,Alícia Freitas
3170b8c3-f876-424f-81d3-c068da12564d,07861453235,Cecilia Ferreira,1976-02-23,F,2024-08-31,Nutrologia,E66,Obesidade,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
4ab90252-6876-4886-9094-68810da2819a,32190487579,Sr. Carlos Eduardo Azevedo,1979-05-30,M,2024-08-08,Endocrinologia,E66,Obesidade,a2819a78-2c03-4911-8b5f-9610e09b9f5e,Alícia Freitas
ce440268-0d5a-4bd0-86d0-cd376fca88c8,32190487579,Sr. Carlos Eduardo Azevedo,1979-05-30,M,2024-04-06,Clinica Geral,E66,Obesidade,c97b2b9a-1e5d-4318-a715-94ea27f03edf,Luna Melo
53483884-643a-475d-a082-225ce1497e68,32190487579,Sr. Carlos Eduardo Azevedo,1979-05-30,M,2024-10-23,Endocrinologia,E66,Obesidade,8ab61bd6-bc97-456b-885d-7e6c3d26a368,Ester Carvalho
ba9bc877-33f8-49cc-9552-7a9474ca3a0e,32190487579,Sr. Carlos Eduardo Azevedo,1979-05-30,M,2024-06-19,Endocrinologia,E11,Diabetes mellitus tipo 2,8ab61bd6-bc97-456b-885d-7e6c3d26a368,Ester Carvalho
e9543de3-11a4-49d8-9760-2fa307bb1adb,08637295410,Clarice Vasconcelos,1982-10-18,F,2024-11-26,Clinica Geral,E11,Diabetes mellitus tipo 2,b43f7643-acd6-4f86-84b2-f2681f935fe8,Mateus Souza
7b0178b9-3f18-478f-9ea4-b5555613a5ef,08637295410,Clarice Vasconcelos,1982-10-18,F,2023-04-07,Nutrologia,E66,Obesidade,b43f7643-acd6-4f86-84b2-f2681f935fe8,Mateus Souza
04949444-bc14-49f0-a2a2-8b936c011e36,08637295410,Clarice Vasconcelos,1982-10-18,F,2023-03-25,Endocrinologia,E66,Obesidade,b43f7643-acd6-4f86-84b2-f2681f935fe8,Mateus Souza
7f729a13-fbaf-40ec-a1ca-015e6a9d7104,42906381713,Otto Oliveira,1963-02-01,M,2024-09-01,Clinica Geral,E66,Obesidade,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
e789f143-1e08-461d-a249-a1b8da0a013e,42906381713,Otto Oliveira,1963-02-01,M,2024-11-17,Clinica Geral,E11,Diabetes mellitus tipo 2,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
fc14c420-15cf-472e-80aa-c1c0bf3beced,42906381713,Otto Oliveira,1963-02-01,M,2024-01-07,Cardiologia,E11,Diabetes mellitus tipo 2,c97b2b9a-1e5d-4318-a715-94ea27f03edf,Luna Melo
e81b4570-bbad-4f97-a6e2-1d3c1835edd4,71450396801,Samuel da Cruz,1963-03-24,M,2024-05-12,Endocrinologia,Z00,Consulta de rotina,b43f7643-acd6-4f86-84b2-f2681f935fe8,Mateus Souza
7e06d6d0-e264-4df9-a5f8-942ecee5345e,71450396801,Samuel da Cruz,1963-03-24,M,2023-06-08,Clinica Geral,Z00,Consulta de rotina,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
562e801e-81ba-438f-b951-41f45cc389af,84013276950,José Miguel Aparecida,1974-06-26,M,2024-07-06,Clinica Geral,E66,Obesidade,8ab61bd6-bc97-456b-885d-7e6c3d26a368,Ester Carvalho
36775450-554f-4a7f-84ab-a93e885eda0d,84013276950,José Miguel Aparecida,1974-06-26,M,2024-01-21,Endocrinologia,E66,Obesidade,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
ea3906fa-aabf-4146-9120-46ad2e42fe0c,84013276950,José Miguel Aparecida,1974-06-26,M,2023-02-14,Nutrologia,E66,Obesidade,a2819a78-2c03-4911-8b5f-9610e09b9f5e,Alícia Freitas
00cae1d6-2ba1-4b19-af18-0fe449b0929b,61078342903,Luara Fogaça,1977-08-16,F,2023-10-19,Nutrologia,E11,Diabetes mellitus tipo 2,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
93005667-145d-4bc3-b599-87a9f5de764e,61078342903,Luara Fogaça,1977-08-16,F,2024-01-12,Nutrologia,E11,Diabetes mellitus tipo 2,8d98d556-575a-4577-8df8-0556a5b1f054,Mateus da Rocha
ada90da9-2d04-4bf1-b990-ceb3010a1d2b,61078342903,Luara Fogaça,1977-08-16,F,2024-06-24,Nutrologia,E11,Diabetes mellitus tipo 2,8ab61bd6-bc97-456b-885d-7e6c3d26a368,Ester Carvalho
caabf900-42de-4351-904a-0136941de609,41738592600,Matteo Cardoso,1988-01-18,M,2023-02-23,Nutrologia,E66,Obesidade,5df79933-d5a6-40f0-96e9-74131b3028bd,Dr. Lucas Gabriel da Rosa
d7246ebb-f850-413a-846e-bf0479f615fe,41738592600,Matteo Cardoso,1988-01-18,M,2023-05-08,Cardiologia,Z00,Consulta de rotina,8ab61bd6-bc97-456b-885d-7e6c3d26a368,Ester Carvalho
62e1eddc-7312-4b93-b7a4-f792e6c1c13c,14935602716,Lavínia Silveira,1990-11-26,F,2024-04-05,Endocrinologia,Z00,Consulta de rotina,5df79933-d5a6-40f0-96e9-74131b3028bd,Dr. Lucas Gabriel da Rosa
166c5e52-02f2-4aba-8972-68419574f1b5,63874912078,Sr. Otto Vasconcelos,1962-02-13,M,2023-01-28,Nutrologia,E66,Obesidade,b43f7643-acd6-4f86-84b2-f2681f935fe8,Mateus Souza
11316654-5dca-40d4-9b7e-9456decb39ff,63874912078,Sr. Otto Vasconcelos,1962-02-13,M,2023-03-25,Cardiologia,E66,Obesidade,635e7849-c05c-448f-902a-5930d433e303,Dra. Stella Farias
f1115407-d05f-4484-8e26-fb8654b02b1d,63874912078,Sr. Otto Vasconcelos,1962-02-13,M,2023-05-30,Endocrinologia,E66,Obesidade,b43f7643-acd6-4f86-84b2-f2681f935fe8,Mateus Souza
53de7359-afa2-4066-b3b9-f006f7185e4b,63874912078,Sr. Otto Vasconcelos,1962-02-13,M,2024-12-23,Nutrologia,E66,Obesidade,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
13a0ac4b-df66-4a1e-b7bb-f71186a72934,26935470838,Ana Julia Cirino,1969-12-27,F,2023-01-20,Cardiologia,Z00,Consulta de rotina,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
e0a2061d-649e-4c5e-bbce-1bd2944df4a5,26935470838,Ana Julia Cirino,1969-12-27,F,2024-07-15,Nutrologia,Z00,Consulta de rotina,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
65abe7cd-a964-4120-b782-0b7ad67523dc,26935470838,Ana Julia Cirino,1969-12-27,F,2023-09-01,Cardiologia,Z00,Consulta de rotina,5df79933-d5a6-40f0-96e9-74131b3028bd,Dr. Lucas Gabriel da Rosa
73ef33c4-752b-4b95-a671-0799db5c0afc,26935470838,Ana Julia Cirino,1969-12-27,F,2023-09-02,Nutrologia,Z00,Consulta de rotina,c97b2b9a-1e5d-4318-a715-94ea27f03edf,Luna Melo
85e65450-87f4-434d-92f4-ce63565d8b77,78910625449,Valentim Melo,1962-11-14,M,2024-05-26,Clinica Geral,Z00,Consulta de rotina,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
74d9a16e-7633-49de-b643-cb897a6cd884,78910625449,Valentim Melo,1962-11-14,M,2023-10-26,Nutrologia,Z00,Consulta de rotina,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
3e242484-169e-4be7-b719-a22129a6bc98,78910625449,Valentim Melo,1962-11-14,M,2023-12-28,Endocrinologia,Z00,Consulta de rotina,53e4503c-ce3f-4c36-911b-0819cd4ce6a2,Lucas Lima
74b2d492-be03-4272-a051-2397f0e682a2,78910625449,Valentim Melo,1962-11-14,M,2024-11-11,Clinica Geral,Z00,Consulta de rotina,ff76edaa-fdba-4334-92ff-2cc005639054,Luigi Dias
94c77694-4744-4bd1-9318-914753d342a4,67394851273,Srta. Melissa Silva,1992-10-05,F,2024-07-11,Clinica Geral,Z00,Consulta de rotina,8ab61bd6-bc97-456b-885d-7e6c3d26a368,Ester Carvalho
4ddd59ca-6642-44a7-8b6d-ad8cdf85c423,67394851273,Srta. Melissa Silva,1992-10-05,F,2023-02-14,Nutrologia,Z00,Consulta de rotina,a2819a78-2c03-4911-8b5f-9610e09b9f5e,Alícia Freitas
51042d94-f13b-41d0-8b72-bdb4d476d8f7,67394851273,Srta. Melissa Silva,1992-10-05,F,2024-01-01,Clinica Geral,Z00,Consulta de rotina,c97b2b9a-1e5d-4318-a715-94ea27f03edf,Luna Melo
ae53d673-3ca4-45bb-a4d3-e1dc3c77df25,42135987050,Bruna Cassiano,1969-09-22,F,2024-08-18,Cardiologia,Z00,Consulta de rotina,3d60c462-ce2d-4ac1-ab14-0765b867c570,Anthony Sousa
6e667e7a-fe0d-444e-a0c6-b81c44b40da7,42135987050,Bruna Cassiano,1969-09-22,F,2023-12-27,Cardiologia,Z00,Consulta de rotina,c97b2b9a-1e5d-4318-a715-94ea27f03edf,Luna Melo
