id_exame,numero_cpf,paciente_nome,data_coleta,tipo_exame,resultado_valor,unidade,valor_referencia_min,valor_referencia_max,status_resultado,id_laboratorio,nome_laboratorio
ee1162c6-e1d4-438a-8a6e-e365987471ed,90132786478,Dr. João Felipe da Mota,2023-09-01,Triglicerideos,102.4,mg/dL,0.0,150.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
ae64fcd3-1119-49f5-ab13-81213934851b,90132786478,Dr. João Felipe da Mota,2024-02-07,Glicemia de Jejum,83.8,mg/dL,70.0,99.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
46e9e621-4408-4552-8c34-a38c2963a9b6,90132786478,Dr. João Felipe da Mota,2023-06-07,Colesterol Total,228.2,mg/dL,0.0,200.0,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
4b0eda7b-4408-4da6-bfc8-e37ab61a1f36,90132786478,Dr. João Felipe da Mota,2023-01-04,Triglicerideos,97.2,mg/dL,0.0,150.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
d8a78078-231e-4c1d-bf5b-8396d5cc4625,68297134040,Laura Pacheco,2024-11-08,Triglicerideos,207.1,mg/dL,0.0,150.0,Critico,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
2567621b-b8ed-4f49-8bd4-02c9c33f56e2,68297134040,Laura Pacheco,2023-07-24,Colesterol Total,179.2,mg/dL,0.0,200.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
763317ed-ed1b-4f5b-a6fd-c5303d824f91,68297134040,Laura Pacheco,2023-07-31,Glicemia de Jejum,134.0,mg/dL,70.0,99.0,Alterado,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
8b4e1e17-d1f6-438d-925f-60b79386361d,68297134040,Laura Pacheco,2023-03-25,Triglicerideos,160.7,mg/dL,0.0,150.0,Alterado,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
9e3332f4-7429-48fd-840d-2e3c203def61,12735409805,Srta. Sarah Mendonça,2024-02-12,Triglicerideos,145.2,mg/dL,0.0,150.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
dafb755e-18de-4234-bec2-8162276b828d,12735409805,Srta. Sarah Mendonça,2024-11-07,Colesterol Total,277.3,mg/dL,0.0,200.0,Critico,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
c75d25db-f23d-4a60-b77a-b57609ee2225,12735409805,Srta. Sarah Mendonça,2024-10-19,Glicemia de Jejum,87.9,mg/dL,70.0,99.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
da159fa7-9868-4f7e-ad6c-30d032ba35e1,12735409805,Srta. Sarah Mendonça,2023-07-09,Colesterol Total,179.8,mg/dL,0.0,200.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
0bcd37a1-771b-4c4b-aea1-0f15c61bc770,21378940504,Rael Mendes,2023-07-11,Triglicerideos,216.1,mg/dL,0.0,150.0,Critico,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
21b83898-8a96-4980-9cbd-553177338202,21378940504,Rael Mendes,2023-09-27,Glicemia de Jejum,159.8,mg/dL,70.0,99.0,Critico,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
c57a702f-716e-402e-8437-7a8c68f30a09,21378940504,Rael Mendes,2023-09-27,Colesterol Total,191.0,mg/dL,0.0,200.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
db3f3343-65e4-4e69-920b-f73042d03d3d,48560973265,Giovanna Barros,2023-06-04,Glicemia de Jejum,104.9,mg/dL,70.0,99.0,Alterado,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
738264d7-4c6e-461d-aeb1-9e7870c4c408,48560973265,Giovanna Barros,2023-03-29,Glicemia de Jejum,104.6,mg/dL,70.0,99.0,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
302c4ddd-61ae-4f40-9cd0-706f66fe7e07,92538714664,Otávio Lima,2024-08-26,Colesterol Total,144.1,mg/dL,0.0,200.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
8752f377-90bb-4d46-b7e9-c2995f91776d,92538714664,Otávio Lima,2024-02-01,Glicemia de Jejum,98.0,mg/dL,70.0,99.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
0923df10-d110-4b1c-8656-52b38ed3c83f,92538714664,Otávio Lima,2024-07-02,Colesterol Total,208.5,mg/dL,0.0,200.0,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
e53ade51-152d-4f84-8646-2b00303779e5,20964851342,Daniela Barros,2024-05-02,HbA1c,4.7,%,4.0,5.6,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
c9ba5f4b-2815-4616-9bd9-051858d8f492,20964851342,Daniela Barros,2024-02-09,Glicemia de Jejum,68.2,mg/dL,70.0,99.0,Alterado,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
22e2e9cf-ce2c-4476-8df7-e327c5b6b33b,20964851342,Daniela Barros,2024-05-29,Glicemia de Jejum,75.9,mg/dL,70.0,99.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
42d26757-6d0f-46d2-8f52-67cec55ba7f0,20964851342,Daniela Barros,2023-05-04,HbA1c,5.1,%,4.0,5.6,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
144979ef-7767-4cdf-9e73-ba61191d0c86,28631047562,Agatha Lopes,2023-08-05,HbA1c,5.4,%,4.0,5.6,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
ba235438-7be6-4cbc-8523-31aec20ae1e7,28631047562,Agatha Lopes,2023-02-13,HbA1c,5.1,%,4.0,5.6,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
2ed7eeb2-2f70-4549-8cec-1d87cd8f1e4b,28631047562,Agatha Lopes,2024-11-30,Glicemia de Jejum,107.4,mg/dL,70.0,99.0,Alterado,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
0338ca75-5dcf-419e-aabf-04450f4c0674,28631047562,Agatha Lopes,2024-10-04,HbA1c,5.9,%,4.0,5.6,Alterado,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
dc37fe90-e654-45bb-adb2-6ec76d66d97d,92586731409,Marcos Vinicius Costa,2023-11-24,Triglicerideos,158.0,mg/dL,0.0,150.0,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
af72a832-afc9-45b0-bb42-740cd52efc31,92586731409,Marcos Vinicius Costa,2023-03-31,Glicemia de Jejum,101.6,mg/dL,70.0,99.0,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
c274e972-31f0-46ca-894f-3ec01447785c,58420136735,Luara Campos,2024-07-19,Colesterol Total,169.8,mg/dL,0.0,200.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
a2eb2180-c152-47e5-96ef-0990dd5b9fbb,58420136735,Luara Campos,2024-06-16,Triglicerideos,113.6,mg/dL,0.0,150.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
0808f6ca-98d8-45f0-8fa6-2ac8912316f7,58420136735,Luara Campos,2024-12-18,Glicemia de Jejum,82.8,mg/dL,70.0,99.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
c95a92f7-116a-4e51-8168-69c58400640b,58420136735,Luara Campos,2023-04-26,Colesterol Total,155.9,mg/dL,0.0,200.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
ac009101-ae7b-4e54-a756-e7169cff816b,38256419024,Luara Melo,2024-08-03,HbA1c,5.1,%,4.0,5.6,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
8b0f3ad9-a7e8-4b30-b2c3-f4ae7cbdefed,38256419024,Luara Melo,2023-04-19,Glicemia de Jejum,78.7,mg/dL,70.0,99.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
a88005e2-6fe9-4cea-92a2-2da8eef72163,38256419024,Luara Melo,2023-10-20,Glicemia de Jejum,86.3,mg/dL,70.0,99.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
800171cb-059f-435d-af14-6e1419e7377a,38256419024,Luara Melo,2024-02-25,Triglicerideos,174.1,mg/dL,0.0,150.0,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
9c057c6b-8c91-432f-ba2d-f058ce6727e7,05394812705,Rafaela Peixoto,2024-08-08,Colesterol Total,168.8,mg/dL,0.0,200.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
e0975045-6dc7-4d12-b186-3375876b1ad3,05394812705,Rafaela Peixoto,2023-02-08,Colesterol Total,172.9,mg/dL,0.0,200.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
c564ce40-9ca4-402c-ba14-a4cf67c9a460,05394812705,Rafaela Peixoto,2024-02-17,Triglicerideos,111.8,mg/dL,0.0,150.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
4b07cf77-5c61-4871-9f00-00c10b7decf7,06254398133,Luísa Macedo,2023-02-09,Colesterol Total,244.7,mg/dL,0.0,200.0,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
96626a53-12a2-4e9b-93c3-b5f1982f5cb1,06254398133,Luísa Macedo,2024-12-08,Triglicerideos,107.4,mg/dL,0.0,150.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
9f12ff86-f2dc-4d1d-a88a-9d99628f58b0,50942863151,Théo da Mota,2023-10-03,Colesterol Total,194.8,mg/dL,0.0,200.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
e0dd18cd-8b62-418f-99d9-467124f3a0ff,50942863151,Théo da Mota,2023-12-12,Glicemia de Jejum,119.0,mg/dL,70.0,99.0,Alterado,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
c770a8a4-a777-4c32-a5e4-707d368ae5a4,28596714049,Srta. Esther Campos,2024-05-18,Triglicerideos,166.0,mg/dL,0.0,150.0,Alterado,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
b85f976d-5e86-4dbc-b1be-5259ccfffcda,28596714049,Srta. Esther Campos,2023-08-22,Glicemia de Jejum,89.3,mg/dL,70.0,99.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
d4c403b8-7532-48b6-b973-f46fa90a96c7,28596714049,Srta. Esther Campos,2024-03-29,Triglicerideos,159.9,mg/dL,0.0,150.0,Alterado,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
e4fdc5ee-e5ac-4968-a4a2-c93176779c0e,26043918722,Marina Machado,2024-09-11,Colesterol Total,178.7,mg/dL,0.0,200.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
7195e9e9-409d-44f3-95a8-20513955525a,26043918722,Marina Machado,2023-07-12,Glicemia de Jejum,85.5,mg/dL,70.0,99.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
2f0e3f63-01e5-4356-9689-028f675ad3de,26043918722,Marina Machado,2024-02-21,HbA1c,4.9,%,4.0,5.6,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
c3c2afcf-b289-4045-98fe-d1f965a57564,61532478062,Dra. Maria Eduarda Garcia,2023-02-27,Triglicerideos,131.7,mg/dL,0.0,150.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
b7da826e-64fa-4ffb-80b0-54015720d102,61532478062,Dra. Maria Eduarda Garcia,2023-03-09,HbA1c,6.1,%,4.0,5.6,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
bd7e2ead-fd3a-4fe0-bdb5-8a46bf634c59,61532478062,Dra. Maria Eduarda Garcia,2023-05-19,Colesterol Total,160.6,mg/dL,0.0,200.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
6c9f298c-50dc-45ba-9e86-c8ca26cd0b22,61532478062,Dra. Maria Eduarda Garcia,2023-06-27,Glicemia de Jejum,89.3,mg/dL,70.0,99.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
5fb8b43b-6792-4801-8b87-5e7cdc3fec15,85174962309,Sr. José Rezende,2023-09-13,Glicemia de Jejum,88.5,mg/dL,70.0,99.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
9408e016-ee87-44f7-aa13-49fc6d6c4937,85174962309,Sr. José Rezende,2023-02-21,Colesterol Total,220.1,mg/dL,0.0,200.0,Alterado,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
83885f81-d1af-4de2-814b-5458249a65e2,01892753677,Larissa Castro,2023-10-08,HbA1c,5.0,%,4.0,5.6,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
0148c591-c110-4f36-a55e-f0cb0803424f,01892753677,Larissa Castro,2024-06-01,Colesterol Total,207.2,mg/dL,0.0,200.0,Alterado,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
a7c6d6a6-911f-4611-a435-b678474adda7,01892753677,Larissa Castro,2024-11-28,Glicemia de Jejum,116.0,mg/dL,70.0,99.0,Alterado,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
22438f42-e127-44d0-9d44-77fe3c4cb7b7,49305218660,Guilherme Pinto,2024-05-15,Triglicerideos,135.2,mg/dL,0.0,150.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
78a3b0bc-6d6b-4f61-8a70-253912f6f007,73426981564,Carlos Eduardo Mendes,2024-04-30,HbA1c,4.9,%,4.0,5.6,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
c48e3612-c04f-4987-aeb7-b760e49c8374,73426981564,Carlos Eduardo Mendes,2023-12-19,Triglicerideos,130.6,mg/dL,0.0,150.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
948a365d-305b-4fa1-b627-02d66da87a25,73426981564,Carlos Eduardo Mendes,2024-12-06,Triglicerideos,137.2,mg/dL,0.0,150.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
2b38ce71-a573-4552-bf41-be2003a9850c,73426981564,Carlos Eduardo Mendes,2023-01-29,Triglicerideos,77.2,mg/dL,0.0,150.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
d0a87db6-a3cd-485b-b4ed-2dd2e7419e2d,73426981564,Carlos Eduardo Mendes,2023-06-16,Glicemia de Jejum,110.7,mg/dL,70.0,99.0,Alterado,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
6ba0989e-0426-4d9f-a199-ed5c619e7a85,53821960442,João Lucas Almeida,2024-10-24,HbA1c,6.0,%,4.0,5.6,Alterado,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
3cd541a7-f6ca-4f01-848d-c3d8e95b1ebc,53821960442,João Lucas Almeida,2023-10-03,HbA1c,5.3,%,4.0,5.6,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
569ba198-b4ae-4c10-8b58-9fdb6b1d9f0f,53821960442,João Lucas Almeida,2024-06-09,Colesterol Total,148.1,mg/dL,0.0,200.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
87c186d0-334f-4be7-99ac-48b30efee822,53821960442,João Lucas Almeida,2024-04-30,Glicemia de Jejum,143.3,mg/dL,70.0,99.0,Alterado,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
24343d30-4214-42f5-ae14-7e8444e8d3b8,53821960442,João Lucas Almeida,2024-09-07,HbA1c,6.0,%,4.0,5.6,Alterado,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
00a59469-c63c-4273-a49a-b299952aa11b,95780162476,Bruna da Costa,2024-09-14,Triglicerideos,126.4,mg/dL,0.0,150.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
14baedb6-d2d1-4d85-b134-0c8c946fcb73,18794526346,Noah Duarte,2024-03-09,Triglicerideos,116.9,mg/dL,0.0,150.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
385136d1-e131-4d63-94a3-8a86c3de8f98,18794526346,Noah Duarte,2024-04-15,Triglicerideos,181.8,mg/dL,0.0,150.0,Alterado,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
8267b9d2-0fd7-45b0-8ec9-c251c2764dbd,18794526346,Noah Duarte,2024-04-22,HbA1c,4.8,%,4.0,5.6,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
7049e31c-2837-4254-85fa-6018436fc157,71604389222,Ester Duarte,2024-08-21,Colesterol Total,234.2,mg/dL,0.0,200.0,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
2bb95d20-389d-4c6f-834d-23bdcf9660b1,71604389222,Ester Duarte,2024-06-07,Glicemia de Jejum,82.5,mg/dL,70.0,99.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
2d7e1441-d9f7-471a-aab5-1a842dc0c3ac,71604389222,Ester Duarte,2024-07-28,Triglicerideos,176.3,mg/dL,0.0,150.0,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
1cb83519-d45d-4576-9eb0-6d284a082a49,67809514202,Marcela Vasconcelos,2023-11-02,Triglicerideos,166.3,mg/dL,0.0,150.0,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
0dd48de6-e764-4fcd-a931-1c1abd8a0a50,67809514202,Marcela Vasconcelos,2024-05-08,Glicemia de Jejum,93.9,mg/dL,70.0,99.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
7bc95c40-8dd6-4357-8635-b06b892d5a6c,67809514202,Marcela Vasconcelos,2023-10-11,Triglicerideos,129.9,mg/dL,0.0,150.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
9e16b51f-97b6-4776-9fe5-5f82bde97476,67809514202,Marcela Vasconcelos,2023-10-11,Triglicerideos,150.9,mg/dL,0.0,150.0,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
e3d2dbc0-1623-4410-8a61-0168778cb446,67809514202,Marcela Vasconcelos,2023-07-12,Triglicerideos,174.3,mg/dL,0.0,150.0,Alterado,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
a6aeaf18-4a6f-4044-ae2f-547ff0a3d585,91023467534,Fernanda Dias,2023-02-28,HbA1c,4.6,%,4.0,5.6,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
103b2aa0-f419-4828-917c-21abac17fc87,91023467534,Fernanda Dias,2024-11-07,Colesterol Total,243.0,mg/dL,0.0,200.0,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
6f284a35-4e92-4317-8fd8-7409baab7765,21976385059,Liam Mendes,2023-01-27,HbA1c,4.9,%,4.0,5.6,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
837cc8ba-5277-48c5-8514-4bb0b065f67d,21976385059,Liam Mendes,2023-10-30,Colesterol Total,182.1,mg/dL,0.0,200.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
3ba3e4bd-b4df-4592-a95d-f13dbc0f9c83,21976385059,Liam Mendes,2024-02-19,Colesterol Total,228.1,mg/dL,0.0,200.0,Alterado,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
866b4c57-7e7c-402e-92d2-91bf3ac69d3d,23168450707,Vitor Hugo da Paz,2024-08-20,Glicemia de Jejum,106.8,mg/dL,70.0,99.0,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
c0fa666e-4fd4-47c6-b5dc-50df7c8cec61,23168450707,Vitor Hugo da Paz,2023-12-18,HbA1c,4.3,%,4.0,5.6,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
d31b6501-ffcc-454c-8758-c92d2c19baa6,23168450707,Vitor Hugo da Paz,2024-12-03,HbA1c,4.8,%,4.0,5.6,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
f8e939d5-97d2-4afd-9847-321e2bd0af88,23168450707,Vitor Hugo da Paz,2024-11-18,Colesterol Total,171.4,mg/dL,0.0,200.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
74b92f36-39d0-409e-98d9-4b94045cda44,86543920700,Joana Macedo,2023-06-24,Triglicerideos,50.0,mg/dL,0.0,150.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
5ed401df-dee1-4b3e-9c9a-fad5a0c44128,86543920700,Joana Macedo,2023-10-28,HbA1c,6.2,%,4.0,5.6,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
2da219ad-a7f9-4676-92dd-7b90f20ee43e,86543920700,Joana Macedo,2023-05-12,Colesterol Total,155.1,mg/dL,0.0,200.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
53c231ba-aee0-4bcb-9294-e353ac99ab55,25109347670,Srta. Ana Julia Gonçalves,2024-11-27,HbA1c,6.5,%,4.0,5.6,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
148666e4-cad5-4525-991e-af126d3269c4,25109347670,Srta. Ana Julia Gonçalves,2023-08-16,Glicemia de Jejum,127.0,mg/dL,70.0,99.0,Alterado,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
b93cd63c-d2d9-4ede-9bb3-3d364e08ee41,25109347670,Srta. Ana Julia Gonçalves,2023-11-11,HbA1c,5.3,%,4.0,5.6,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
83db302e-665c-4982-b170-04dea8250079,83740561939,Ana Carolina Martins,2023-09-24,Triglicerideos,105.9,mg/dL,0.0,150.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
c0e0244d-07a9-4d9e-8165-5bc69aa309fb,83740561939,Ana Carolina Martins,2024-04-19,Triglicerideos,129.4,mg/dL,0.0,150.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
5a80ea50-25d3-4eae-b4f7-d228b69e47bf,83740561939,Ana Carolina Martins,2023-02-24,Colesterol Total,215.8,mg/dL,0.0,200.0,Alterado,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
ae70663f-801a-4448-9149-6708b51fa454,83740561939,Ana Carolina Martins,2024-04-28,Glicemia de Jejum,85.2,mg/dL,70.0,99.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
4874fc9e-2656-4e15-97ba-16687da5aecb,60153872462,Sr. Bruno Andrade,2024-11-28,Glicemia de Jejum,81.6,mg/dL,70.0,99.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
cfa92ae9-d7ec-454a-a69a-f787585b0af8,60153872462,Sr. Bruno Andrade,2024-02-28,Triglicerideos,138.8,mg/dL,0.0,150.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
373834dc-ea8e-4805-b868-c3e9053ad24a,09246537874,José Miguel Macedo,2023-07-25,HbA1c,4.9,%,4.0,5.6,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
3ffe5af1-4bf4-4c57-97f2-87eabe4f7dc9,36594701800,Evelyn da Cruz,2023-05-27,Colesterol Total,161.6,mg/dL,0.0,200.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
5235d272-cd88-43b2-8ead-52e719865017,36594701800,Evelyn da Cruz,2023-03-24,HbA1c,5.4,%,4.0,5.6,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
b37c0702-d9b4-4611-951c-acf5c86e0778,36594701800,Evelyn da Cruz,2024-10-08,Triglicerideos,142.9,mg/dL,0.0,150.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
cad09fac-3697-4990-8154-d30375a4f6b4,04361278903,João Pedro Jesus,2023-01-05,Glicemia de Jejum,107.6,mg/dL,70.0,99.0,Alterado,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
ca4c74fc-b870-40ca-8e3e-88fcd599d874,04361278903,João Pedro Jesus,2023-08-03,Triglicerideos,97.8,mg/dL,0.0,150.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
47fbdc7c-a0f9-42af-8265-496eb002a88e,53710849241,Mateus Ramos,2024-05-16,HbA1c,4.8,%,4.0,5.6,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
270cf45a-e2ea-46c5-afac-493aec0a1f3a,53710849241,Mateus Ramos,2024-09-21,HbA1c,4.3,%,4.0,5.6,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
c5b8f946-ebfd-4836-b13b-e1c89850e551,30129684589,Caroline Cassiano,2024-02-18,Colesterol Total,183.6,mg/dL,0.0,200.0,Normal,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
ffe57899-b6f6-46eb-b844-aa03e63858a0,30129684589,Caroline Cassiano,2024-01-28,Colesterol Total,162.0,mg/dL,0.0,200.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
04f601c7-0c15-452c-8703-b71f8ed96b9e,30129684589,Caroline Cassiano,2024-06-30,Glicemia de Jejum,83.2,mg/dL,70.0,99.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
09ad3bb5-6018-4935-9696-f63fcb534d7a,30129684589,Caroline Cassiano,2023-01-15,Triglicerideos,139.7,mg/dL,0.0,150.0,Normal,8838e9a0-7386-4a82-89ca-1aa09fb4fc7f,Lab Siqueira
8ebd704e-5d65-44fb-9766-fe153a1260c4,74326851937,Davi Miguel Gonçalves,2023-01-19,HbA1c,5.9,%,4.0,5.6,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
ea347428-2763-4f10-8787-d909de25f483,74326851937,Davi Miguel Gonçalves,2024-10-03,Glicemia de Jejum,127.7,mg/dL,70.0,99.0,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
58ab1f8c-69ea-4dc5-a2f7-df3f7832d5f4,74326851937,Davi Miguel Gonçalves,2023-08-20,HbA1c,6.5,%,4.0,5.6,Alterado,84f27623-63c9-4f7d-bf67-371489887636,Lab Mendonça
cb93b889-a572-4945-9332-48d289d95f4d,14289730523,Luiza Santos,2023-04-16,HbA1c,5.1,%,4.0,5.6,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
c1b5a108-ee28-4c3f-9475-fd52d3587cc6,14289730523,Luiza Santos,2023-06-21,Triglicerideos,110.0,mg/dL,0.0,150.0,Normal,8ca08d04-5b7f-43a7-bede-c2bb7dce81aa,Lab da Luz
