id_atendimento,documento_paciente,nome_completo,data_atendimento,peso_kg,altura_cm,imc,classificacao_imc,circunferencia_abdominal_cm,plano_alimentar,meta_calorica,id_nutricionista,nome_nutricionista
667ff5ce-b135-42aa-852b-d358c802368b,042.715.396-43,Sra. Emanuella Freitas,2024-02-28,60.699999999999996,173,20.3,Normal,77.9,Dieta balanceada com fracionamento em 5 refeicoes,1800,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
96232c87-6f71-408d-b2d6-c044cc0a118c,042.715.396-43,Sra. Emanuella Freitas,2023-06-05,59.99999999999999,173,20.0,Normal,76.3,Dieta mediterranea com controle de gorduras saturadas,1400,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
9533f0ab-08c1-403a-8cf4-9d62ace4cb89,182.497.563-55,Arthur Fernandes,2024-09-23,106.3,187,30.4,Obesidade Grau I,93.2,Plano low carb com aumento de proteinas magras,2200,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
41736c8d-9c33-4a9b-89b1-555c9e8d54b1,182.497.563-55,Arthur Fernandes,2024-09-02,105.39999999999999,187,30.1,Obesidade Grau I,104.4,Dieta mediterranea com controle de gorduras saturadas,1600,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
b4e9b55f-4edd-488a-9858-99ede137d61a,739.256.810-86,Vitor Hugo da Cruz,2024-12-05,72.9,166,26.5,Sobrepeso,83.6,Dieta balanceada com fracionamento em 5 refeicoes,1600,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
1359482c-90c5-48ef-9daa-b65edc382e11,739.256.810-86,Vitor Hugo da Cruz,2024-04-25,72.10000000000001,166,26.2,Sobrepeso,77.8,Plano low carb com aumento de proteinas magras,1600,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
c3507b44-37b7-42c0-82c6-ecc9397f59ec,739.256.810-86,Vitor Hugo da Cruz,2024-04-30,70.80000000000001,166,25.7,Sobrepeso,85.9,Dieta mediterranea com controle de gorduras saturadas,1600,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
4450a5af-51df-48fe-8daf-c383fe09aac1,739.256.810-86,Vitor Hugo da Cruz,2024-02-23,70.50000000000001,166,25.6,Sobrepeso,73.2,Dieta hipocalorica com restricao de carboidratos simples,1800,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
93cac1e1-c9e4-4e37-a6c7-320f5d1f27c4,739.256.810-86,Vitor Hugo da Cruz,2024-11-18,69.10000000000001,166,25.1,Sobrepeso,87.5,Dieta mediterranea com controle de gorduras saturadas,1600,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
1d2224ce-fd99-4bd5-840c-7a029ded8955,739.256.810-86,Vitor Hugo da Cruz,2024-09-23,69.00000000000001,166,25.0,Sobrepeso,85.3,Dieta balanceada com fracionamento em 5 refeicoes,1800,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
5dd9cc9f-54a9-4593-8ef8-5980cb6e3170,920.543.671-25,Sr. Kevin da Cruz,2024-02-19,92.7,189,26.0,Sobrepeso,79.5,Dieta hipocalorica com restricao de carboidratos simples,2200,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
affdbf30-fd98-42ec-bd60-458081e6f434,920.543.671-25,Sr. Kevin da Cruz,2023-11-17,91.60000000000001,189,25.6,Sobrepeso,75.3,Dieta balanceada com fracionamento em 5 refeicoes,2200,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
3d116d59-cfcd-4c5c-a3da-7173711e9739,920.543.671-25,Sr. Kevin da Cruz,2024-08-31,90.2,189,25.3,Sobrepeso,74.9,Dieta hipocalorica com restricao de carboidratos simples,2200,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
d587326f-14bd-4df7-82b4-0b8ffb0d3967,920.543.671-25,Sr. Kevin da Cruz,2023-02-13,90.0,189,25.2,Sobrepeso,86.3,Dieta mediterranea com controle de gorduras saturadas,2200,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
62af39eb-cbc6-41d9-b323-a2cb49dda321,807.923.451-50,Ana Mendonça,2024-07-25,64.2,157,26.0,Sobrepeso,91.8,Dieta balanceada com fracionamento em 5 refeicoes,2200,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
175737a5-719e-481c-9a03-8f877aaa74c4,807.923.451-50,Ana Mendonça,2023-07-14,63.1,157,25.6,Sobrepeso,76.9,Plano low carb com aumento de proteinas magras,2000,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
a359127a-e60b-47be-a3d9-47dddd728e98,807.923.451-50,Ana Mendonça,2023-10-20,62.5,157,25.4,Sobrepeso,85.7,Dieta balanceada com fracionamento em 5 refeicoes,1600,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
482bd52c-6c1e-40c6-871f-33e138b2cfea,807.923.451-50,Ana Mendonça,2023-02-25,61.9,157,25.1,Sobrepeso,65.3,Dieta mediterranea com controle de gorduras saturadas,2000,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
93057af9-876a-4c50-bf05-0b233de2f2ce,807.923.451-50,Ana Mendonça,2023-04-03,60.699999999999996,157,24.6,Normal,77.3,Dieta hipocalorica com restricao de carboidratos simples,1600,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
5ac236ed-c439-4f7a-9811-5c7e2ec814d1,641.732.089-87,Otto Cavalcanti,2023-05-19,66.69999999999999,168,23.6,Normal,81.8,Dieta balanceada com fracionamento em 5 refeicoes,2000,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
02838938-3939-4209-8aae-d42d13d14e78,641.732.089-87,Otto Cavalcanti,2023-07-03,66.19999999999999,168,23.5,Normal,74.7,Dieta balanceada com fracionamento em 5 refeicoes,2200,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
edd990c9-050d-4e9c-9969-72f2aa2d0ebc,641.732.089-87,Otto Cavalcanti,2024-04-10,64.89999999999999,168,23.0,Normal,74.5,Dieta hipocalorica com restricao de carboidratos simples,1800,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
68ef7109-c12c-40c9-8cd2-4f64fa2b3a4a,641.732.089-87,Otto Cavalcanti,2023-05-07,64.39999999999999,168,22.8,Normal,76.7,Dieta hipocalorica com restricao de carboidratos simples,1400,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
ba17e8e5-dc11-4955-b5fb-303225c1092b,641.732.089-87,Otto Cavalcanti,2023-03-29,63.29999999999999,168,22.4,Normal,84.3,Dieta balanceada com fracionamento em 5 refeicoes,2200,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
b8709416-a246-473b-8613-70384777abbc,917.304.285-41,Melina Mendes,2024-07-17,82.8,163,31.2,Obesidade Grau I,93.5,Dieta balanceada com fracionamento em 5 refeicoes,1400,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
e6c54278-d269-49fc-9e51-d1654579c8ff,917.304.285-41,Melina Mendes,2024-08-02,81.6,163,30.7,Obesidade Grau I,77.1,Dieta mediterranea com controle de gorduras saturadas,1600,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
5850e840-5924-47d8-bef2-9e75afd6e7c4,917.304.285-41,Melina Mendes,2024-12-30,80.3,163,30.2,Obesidade Grau I,78.0,Dieta hipocalorica com restricao de carboidratos simples,2000,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
bb37f38b-3e20-4533-bcd7-d2a5985756a6,917.304.285-41,Melina Mendes,2023-10-23,79.8,163,30.0,Obesidade Grau I,90.1,Dieta mediterranea com controle de gorduras saturadas,1400,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
e06f3862-aa55-4032-881c-bb0e158601ee,917.304.285-41,Melina Mendes,2023-01-04,78.5,163,29.5,Sobrepeso,98.7,Plano low carb com aumento de proteinas magras,1400,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
5d70b230-a573-42f6-b276-30e43402248a,847.096.321-03,Sra. Alice Costela,2024-07-10,70.2,175,22.9,Normal,60.0,Dieta hipocalorica com restricao de carboidratos simples,2200,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
b34d7125-a85e-45d8-a4e6-41de60da6540,847.096.321-03,Sra. Alice Costela,2023-08-11,68.9,175,22.5,Normal,78.0,Dieta balanceada com fracionamento em 5 refeicoes,2000,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
f2dfffa2-8818-40ff-a6f2-07c17ae4cbae,847.096.321-03,Sra. Alice Costela,2024-09-07,68.30000000000001,175,22.3,Normal,77.8,Dieta hipocalorica com restricao de carboidratos simples,1600,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
47eb5df7-0d6e-4e86-a8fa-f91622fbfa39,847.096.321-03,Sra. Alice Costela,2024-09-26,67.00000000000001,175,21.9,Normal,93.1,Dieta mediterranea com controle de gorduras saturadas,1400,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
370e5509-fd46-45e2-bbc2-fb4ee106408d,380.647.921-69,Juliana Araújo,2023-02-07,77.2,160,30.2,Obesidade Grau I,91.9,Dieta mediterranea com controle de gorduras saturadas,1400,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
44216dc4-be03-436a-b6b8-83f2087fb5d5,380.647.921-69,Juliana Araújo,2023-11-02,76.2,160,29.8,Sobrepeso,98.1,Plano low carb com aumento de proteinas magras,1400,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
d9d84860-acd1-4f88-b948-6de615e0e491,901.524.687-49,Sabrina Costela,2023-06-15,77.2,166,28.0,Sobrepeso,83.1,Plano low carb com aumento de proteinas magras,2200,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
0a947bc3-5bce-4205-84c2-3c6bd4fcf24e,872.406.159-01,Vitor Hugo Porto,2024-08-09,86.4,186,25.0,Sobrepeso,65.0,Dieta mediterranea com controle de gorduras saturadas,2000,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
727f2574-45ff-4623-b923-db83c16d8db9,872.406.159-01,Vitor Hugo Porto,2023-02-06,85.30000000000001,186,24.7,Normal,88.1,Dieta hipocalorica com restricao de carboidratos simples,1800,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
223f0d62-cdcd-410a-aff9-63a15a9a98ab,872.406.159-01,Vitor Hugo Porto,2023-03-11,84.80000000000001,186,24.5,Normal,83.7,Dieta balanceada com fracionamento em 5 refeicoes,2200,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
2033c793-aced-4e53-b700-bae97b969288,872.406.159-01,Vitor Hugo Porto,2023-05-18,84.70000000000002,186,24.5,Normal,86.1,Dieta hipocalorica com restricao de carboidratos simples,1800,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
dce46d71-fd69-4be7-85cc-cd0c6df503a9,872.406.159-01,Vitor Hugo Porto,2024-06-21,84.20000000000002,186,24.3,Normal,113.4,Dieta mediterranea com controle de gorduras saturadas,1600,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
cb43ac81-b065-4b42-be4e-383c348b0e03,872.406.159-01,Vitor Hugo Porto,2024-08-08,83.30000000000001,186,24.1,Normal,65.3,Dieta hipocalorica com restricao de carboidratos simples,2000,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
8c67e962-c448-4f4a-912e-d6a015158b81,346.712.850-53,Daniela Barbosa,2024-03-13,45.0,175,14.7,Magreza,95.8,Plano low carb com aumento de proteinas magras,1800,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
2fec4101-d4b7-4d9b-8ba8-e190c3d565b4,346.712.850-53,Daniela Barbosa,2023-12-29,45.0,175,14.7,Magreza,79.7,Dieta mediterranea com controle de gorduras saturadas,2200,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
b742bd6a-280b-40fc-9d7f-a9777ef3acb2,346.712.850-53,Daniela Barbosa,2024-10-09,45.0,175,14.7,Magreza,84.3,Dieta balanceada com fracionamento em 5 refeicoes,2000,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
59d28a7b-341a-4b1a-acd8-18a47417f4b6,346.712.850-53,Daniela Barbosa,2023-08-27,45.0,175,14.7,Magreza,81.6,Plano low carb com aumento de proteinas magras,1600,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
b4d0bcdc-4be8-400e-bcf8-ad8ca78d09ad,346.712.850-53,Daniela Barbosa,2024-04-21,45.0,175,14.7,Magreza,78.6,Dieta hipocalorica com restricao de carboidratos simples,1600,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
259516cd-ddc1-43e5-8912-6682435c6828,346.712.850-53,Daniela Barbosa,2024-02-28,45.0,175,14.7,Magreza,77.4,Dieta hipocalorica com restricao de carboidratos simples,1800,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
835d884b-815d-45c8-9c74-91921d2b0ebf,317.482.506-71,Mathias Silveira,2023-01-12,88.8,184,26.2,Sobrepeso,84.6,Dieta mediterranea com controle de gorduras saturadas,1800,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
fd673536-4409-49c9-b570-d400fb9c3186,317.482.506-71,Mathias Silveira,2023-11-12,88.39999999999999,184,26.1,Sobrepeso,69.9,Plano low carb com aumento de proteinas magras,2200,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
c269fb0a-bedb-4f9f-bcd5-ae6438c5ea9b,317.482.506-71,Mathias Silveira,2023-04-27,87.6,184,25.9,Sobrepeso,88.0,Plano low carb com aumento de proteinas magras,1800,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
dc32f90b-0819-4dad-b96e-353d41291e8d,172.835.049-23,Gustavo Cardoso,2023-01-30,88.60000000000001,182,26.7,Sobrepeso,78.7,Dieta mediterranea com controle de gorduras saturadas,1600,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
4e67bb98-b139-4aa9-8332-25198337db38,172.835.049-23,Gustavo Cardoso,2024-11-19,88.10000000000001,182,26.6,Sobrepeso,73.0,Dieta balanceada com fracionamento em 5 refeicoes,2000,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
806c7f46-435e-4032-a12f-57de3ab2bcbb,172.835.049-23,Gustavo Cardoso,2024-05-08,86.9,182,26.2,Sobrepeso,78.4,Dieta mediterranea com controle de gorduras saturadas,2000,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
e0c42327-c6ca-4466-a141-60486feb009b,172.835.049-23,Gustavo Cardoso,2023-12-10,85.60000000000001,182,25.8,Sobrepeso,92.1,Dieta balanceada com fracionamento em 5 refeicoes,2000,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
5c36c319-c960-424b-984a-801fa0dfb246,901.327.864-78,Dr. João Felipe da Mota,2023-11-03,83.9,170,29.0,Sobrepeso,77.7,Plano low carb com aumento de proteinas magras,2200,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
f5fdca78-901d-4b45-b10c-7f2a4b84ef28,901.327.864-78,Dr. João Felipe da Mota,2024-08-14,83.10000000000001,170,28.8,Sobrepeso,84.9,Plano low carb com aumento de proteinas magras,1800,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
1bfe164c-c7d6-465c-a391-e64579cfb7b6,901.327.864-78,Dr. João Felipe da Mota,2023-10-15,83.00000000000001,170,28.7,Sobrepeso,76.2,Dieta hipocalorica com restricao de carboidratos simples,1800,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
0e62ebae-7a0f-4c94-a735-0aa3ea5abcee,901.327.864-78,Dr. João Felipe da Mota,2023-06-19,81.50000000000001,170,28.2,Sobrepeso,88.1,Dieta balanceada com fracionamento em 5 refeicoes,1600,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
fad38b02-cdd6-446b-b04b-8093c9f5d126,901.327.864-78,Dr. João Felipe da Mota,2024-12-23,80.60000000000001,170,27.9,Sobrepeso,87.5,Plano low carb com aumento de proteinas magras,1400,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
c0c224db-4f79-4fac-887b-cf4f56eda3f8,901.327.864-78,Dr. João Felipe da Mota,2024-05-23,80.2,170,27.8,Sobrepeso,96.8,Dieta mediterranea com controle de gorduras saturadas,1800,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
286adea0-808e-42eb-be15-9b4e9c2cf7a5,682.971.340-40,Laura Pacheco,2023-08-10,93.0,167,33.3,Obesidade Grau I,93.6,Plano low carb com aumento de proteinas magras,1600,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
4c328569-1bfb-460c-911b-0439ea2495c9,682.971.340-40,Laura Pacheco,2023-07-26,92.8,167,33.3,Obesidade Grau I,100.3,Dieta hipocalorica com restricao de carboidratos simples,2000,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
faf31e2f-16cc-46dd-a452-7cd5132ab9d6,682.971.340-40,Laura Pacheco,2024-05-27,92.0,167,33.0,Obesidade Grau I,95.8,Dieta mediterranea com controle de gorduras saturadas,1600,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
d16c0aac-80af-4e0d-a7fc-4d147b645aa9,682.971.340-40,Laura Pacheco,2024-06-20,91.5,167,32.8,Obesidade Grau I,105.4,Plano low carb com aumento de proteinas magras,1800,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
2a20ac45-937e-4776-be97-83c72220a862,127.354.098-05,Srta. Sarah Mendonça,2024-06-12,58.699999999999996,175,19.2,Normal,76.2,Dieta mediterranea com controle de gorduras saturadas,1600,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
ebe1e5d2-4a1c-4b6a-89c4-6bc24ccf423c,127.354.098-05,Srta. Sarah Mendonça,2024-02-01,57.599999999999994,175,18.8,Normal,88.0,Dieta hipocalorica com restricao de carboidratos simples,1400,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
031adc7b-3010-4b86-bff3-2f62f9b36aa2,213.789.405-04,Rael Mendes,2023-03-31,103.1,186,29.8,Sobrepeso,93.4,Plano low carb com aumento de proteinas magras,2000,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
182211ba-92ab-4814-9b82-93d46d30585f,213.789.405-04,Rael Mendes,2024-06-17,101.8,186,29.4,Sobrepeso,94.5,Plano low carb com aumento de proteinas magras,1400,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
f47aba3b-6fe6-4b82-a5ad-790b5edb0439,213.789.405-04,Rael Mendes,2024-10-16,100.89999999999999,186,29.2,Sobrepeso,95.7,Dieta mediterranea com controle de gorduras saturadas,1800,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
21ce84f6-c764-4ef4-8e7c-2dd35aede4b4,485.609.732-65,Giovanna Barros,2024-06-29,63.8,156,26.2,Sobrepeso,84.0,Plano low carb com aumento de proteinas magras,2000,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
8efb98f6-8609-4cb4-8712-097cb550c84d,485.609.732-65,Giovanna Barros,2023-06-02,62.8,156,25.8,Sobrepeso,81.1,Dieta mediterranea com controle de gorduras saturadas,1800,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
a8e02e8e-6694-4c56-9d53-ecfa43a4cde2,925.387.146-64,Otávio Lima,2024-07-27,89.7,166,32.6,Obesidade Grau I,96.7,Dieta hipocalorica com restricao de carboidratos simples,1600,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
e47cc53f-1ca7-499d-93d2-3865bb1c5347,209.648.513-42,Daniela Barros,2023-10-05,61.0,167,21.9,Normal,94.6,Dieta mediterranea com controle de gorduras saturadas,1800,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
ecf07f5d-91f7-4b35-bf94-d980926d4795,209.648.513-42,Daniela Barros,2023-03-14,60.1,167,21.5,Normal,89.9,Plano low carb com aumento de proteinas magras,2200,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
d31060be-5797-4f32-9dbf-ff7c4a233b82,209.648.513-42,Daniela Barros,2024-03-30,58.800000000000004,167,21.1,Normal,89.0,Dieta hipocalorica com restricao de carboidratos simples,1600,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
2be0aa14-3eef-450e-9f48-72c4d6ed91c7,209.648.513-42,Daniela Barros,2023-04-19,58.800000000000004,167,21.1,Normal,78.4,Dieta balanceada com fracionamento em 5 refeicoes,1400,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
9177b08e-8390-4564-b61b-7c4bc5d1690d,209.648.513-42,Daniela Barros,2023-07-03,58.7,167,21.0,Normal,74.9,Dieta balanceada com fracionamento em 5 refeicoes,2200,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
372766e7-fab4-4fe1-af6e-9a133534efc9,286.310.475-62,Agatha Lopes,2024-12-31,65.6,157,26.6,Sobrepeso,89.6,Dieta hipocalorica com restricao de carboidratos simples,2000,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
eadb6249-91fd-4c44-a4b5-ec3746e2a68b,286.310.475-62,Agatha Lopes,2024-12-16,64.69999999999999,157,26.2,Sobrepeso,89.0,Dieta balanceada com fracionamento em 5 refeicoes,1400,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
b2b0b6a8-1cb7-4224-a777-ae428a03b219,286.310.475-62,Agatha Lopes,2024-04-26,63.999999999999986,157,26.0,Sobrepeso,93.8,Dieta mediterranea com controle de gorduras saturadas,1600,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
3ee7d92e-fa9a-4912-8dea-87f9e591e13d,925.867.314-09,Marcos Vinicius Costa,2023-09-22,92.0,183,27.5,Sobrepeso,77.2,Plano low carb com aumento de proteinas magras,2000,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
4b281197-a6ab-43e8-b46c-5d9546b34a1d,925.867.314-09,Marcos Vinicius Costa,2023-11-29,91.7,183,27.4,Sobrepeso,80.2,Dieta balanceada com fracionamento em 5 refeicoes,2000,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
6554aaf4-a87a-45ac-8f38-4f30070103d7,584.201.367-35,Luara Campos,2023-12-26,72.0,161,27.8,Sobrepeso,68.9,Dieta balanceada com fracionamento em 5 refeicoes,2000,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
1ae65af2-bd26-4a7a-bb56-a971a31530d5,382.564.190-24,Luara Melo,2024-09-10,50.4,167,18.1,Magreza,78.9,Dieta mediterranea com controle de gorduras saturadas,2200,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
a5151751-df65-40e8-9553-937a4729c2f1,382.564.190-24,Luara Melo,2023-11-30,50.199999999999996,167,18.0,Magreza,90.0,Dieta hipocalorica com restricao de carboidratos simples,1800,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
b17fb712-8ee2-46ae-b0ef-1554431464eb,053.948.127-05,Rafaela Peixoto,2024-02-28,66.2,159,26.2,Sobrepeso,78.3,Dieta mediterranea com controle de gorduras saturadas,2200,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
1c591a3b-bd12-414a-85e8-7be9db484806,053.948.127-05,Rafaela Peixoto,2024-05-08,65.8,159,26.0,Sobrepeso,87.1,Dieta balanceada com fracionamento em 5 refeicoes,1400,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
d0cb7460-b547-42bd-87f7-18fad49e0dbf,053.948.127-05,Rafaela Peixoto,2024-03-17,65.3,159,25.8,Sobrepeso,80.5,Dieta balanceada com fracionamento em 5 refeicoes,2200,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
5ce04ded-09a4-4cef-95ba-9a0c87b7877a,053.948.127-05,Rafaela Peixoto,2024-12-11,64.1,159,25.4,Sobrepeso,84.6,Dieta mediterranea com controle de gorduras saturadas,1600,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
dc27a62e-02c0-41ca-80f4-c699858b21b6,053.948.127-05,Rafaela Peixoto,2024-12-29,63.099999999999994,159,25.0,Sobrepeso,72.8,Dieta balanceada com fracionamento em 5 refeicoes,1400,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
5a9047d3-7505-475a-a9f9-afd9685e82d2,062.543.981-33,Luísa Macedo,2024-07-22,68.69999999999999,159,27.2,Sobrepeso,82.7,Dieta hipocalorica com restricao de carboidratos simples,2000,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
7e5b2f8a-0d2e-428a-97dc-0e615f9f3dad,062.543.981-33,Luísa Macedo,2023-03-13,68.39999999999999,159,27.1,Sobrepeso,58.1,Dieta hipocalorica com restricao de carboidratos simples,2200,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
07ea471b-14bd-47a8-a5c2-5ccd7919bee1,062.543.981-33,Luísa Macedo,2023-12-02,67.19999999999999,159,26.6,Sobrepeso,80.5,Dieta balanceada com fracionamento em 5 refeicoes,1400,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
4121ceb8-b7f3-4f31-83e5-e37b987fd0c5,062.543.981-33,Luísa Macedo,2024-08-17,67.1,159,26.5,Sobrepeso,69.0,Dieta hipocalorica com restricao de carboidratos simples,1600,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
71cf8d03-2a3b-401c-a57e-f91d5d0c94d1,062.543.981-33,Luísa Macedo,2024-06-28,66.1,159,26.1,Sobrepeso,91.6,Plano low carb com aumento de proteinas magras,2000,8d4bdb48-02d7-4ce6-9ccc-9be4f25282df,Davi Miguel Ferreira
b879ff74-31d2-474b-a4e5-49ca40f4f2f1,509.428.631-51,Théo da Mota,2023-07-30,121.1,188,34.3,Obesidade Grau I,101.2,Plano low carb com aumento de proteinas magras,1800,2327a0da-cc23-4680-aae8-ce06f9644042,Dom Cassiano
9bec7f75-fd5b-4d75-9ba4-2515a7075038,509.428.631-51,Théo da Mota,2024-03-21,120.19999999999999,188,34.0,Obesidade Grau I,98.7,Plano low carb com aumento de proteinas magras,1400,bd4dd6cf-84bc-4fef-9ad3-f234265e99d0,Dra. Luana Ramos
3c071fa9-d5f7-47af-8eea-da04271ae79e,509.428.631-51,Théo da Mota,2024-06-06,119.29999999999998,188,33.8,Obesidade Grau I,107.2,Dieta balanceada com fracionamento em 5 refeicoes,1600,662af935-148e-4fff-9264-bb81d9821de8,Alexia da Mata
8b6e8a3e-4658-4ea6-a0db-7afdde2ada83,509.428.631-51,Théo da Mota,2024-01-14,117.99999999999999,188,33.4,Obesidade Grau I,87.4,Dieta hipocalorica com restricao de carboidratos simples,1400,ea2b497c-9cac-42c1-800a-2719d881af04,Ana Julia Novais
